,Full path,Coordinates
855,.\DataBase\Runway 4\03482.jpg,"['141', '183', '174', '164', '176', '187', '148', '147']"
856,.\DataBase\Runway 4\03483.jpg,"['144', '183', '175', '160', '177', '187', '149', '148']"
857,.\DataBase\Runway 4\03484.jpg,"['143', '184', '175', '162', '176', '187', '148', '148']"
858,.\DataBase\Runway 4\03485.jpg,"['143', '185', '175', '165', '176', '187', '146', '146']"
859,.\DataBase\Runway 4\03486.jpg,"['143', '183', '175', '164', '178', '188', '147', '146']"
860,.\DataBase\Runway 4\03487.jpg,"['143', '186', '176', '164', '177', '187', '147', '147']"
861,.\DataBase\Runway 4\03488.jpg,"['144', '186', '175', '165', '176', '187', '147', '146']"
862,.\DataBase\Runway 4\03489.jpg,"['144', '186', '175', '165', '177', '186', '146', '145']"
863,.\DataBase\Runway 4\03490.jpg,"['144', '187', '177', '165', '177', '187', '146', '145']"
864,.\DataBase\Runway 4\03491.jpg,"['146', '187', '177', '165', '177', '187', '147', '146']"
865,.\DataBase\Runway 4\03492.jpg,"['146', '187', '177', '167', '178', '184', '146', '145']"
866,.\DataBase\Runway 4\03493.jpg,"['146', '188', '177', '166', '177', '186', '146', '145']"
867,.\DataBase\Runway 4\03494.jpg,"['145', '189', '178', '167', '176', '186', '145', '145']"
868,.\DataBase\Runway 4\03495.jpg,"['146', '189', '177', '167', '177', '186', '146', '145']"
869,.\DataBase\Runway 4\03496.jpg,"['146', '190', '177', '167', '177', '186', '145', '144']"
870,.\DataBase\Runway 4\03497.jpg,"['146', '189', '178', '167', '176', '185', '145', '144']"
871,.\DataBase\Runway 4\03498.jpg,"['147', '191', '178', '167', '176', '186', '144', '144']"
872,.\DataBase\Runway 4\03499.jpg,"['146', '190', '179', '167', '176', '186', '145', '143']"
873,.\DataBase\Runway 4\03500.jpg,"['147', '190', '178', '166', '176', '185', '144', '143']"
874,.\DataBase\Runway 5\003000.jpg,"['129', '144', '140', '133', '152', '155', '135', '135']"
875,.\DataBase\Runway 5\003001.jpg,"['128', '145', '140', '134', '153', '156', '134', '134']"
876,.\DataBase\Runway 5\003002.jpg,"['128', '144', '140', '133', '152', '155', '134', '134']"
877,.\DataBase\Runway 5\003003.jpg,"['128', '144', '140', '133', '151', '155', '135', '135']"
878,.\DataBase\Runway 5\003004.jpg,"['127', '144', '140', '132', '152', '155', '134', '134']"
879,.\DataBase\Runway 5\003005.jpg,"['127', '143', '139', '132', '151', '154', '134', '134']"
880,.\DataBase\Runway 5\003006.jpg,"['128', '143', '139', '132', '153', '155', '134', '134']"
881,.\DataBase\Runway 5\003007.jpg,"['128', '143', '139', '132', '153', '154', '134', '135']"
882,.\DataBase\Runway 5\003008.jpg,"['127', '143', '139', '131', '153', '155', '134', '134']"
883,.\DataBase\Runway 5\003009.jpg,"['127', '143', '139', '131', '152', '155', '135', '135']"
884,.\DataBase\Runway 5\003010.jpg,"['128', '143', '139', '131', '152', '154', '135', '135']"
885,.\DataBase\Runway 5\003011.jpg,"['126', '142', '139', '131', '152', '155', '134', '135']"
886,.\DataBase\Runway 5\003012.jpg,"['127', '143', '139', '132', '152', '154', '135', '135']"
887,.\DataBase\Runway 5\003013.jpg,"['126', '142', '139', '132', '152', '155', '135', '134']"
888,.\DataBase\Runway 5\003014.jpg,"['126', '142', '138', '130', '153', '156', '135', '134']"
889,.\DataBase\Runway 5\003015.jpg,"['126', '142', '138', '131', '153', '155', '134', '134']"
890,.\DataBase\Runway 5\003016.jpg,"['126', '142', '138', '131', '152', '154', '134', '134']"
891,.\DataBase\Runway 5\003017.jpg,"['126', '142', '138', '130', '153', '155', '134', '134']"
892,.\DataBase\Runway 5\003018.jpg,"['127', '142', '138', '132', '152', '154', '135', '134']"
893,.\DataBase\Runway 5\003019.jpg,"['127', '144', '138', '132', '153', '156', '134', '134']"
894,.\DataBase\Runway 5\003020.jpg,"['126', '143', '138', '131', '152', '155', '134', '133']"
895,.\DataBase\Runway 5\003021.jpg,"['126', '142', '138', '131', '152', '154', '134', '133']"
896,.\DataBase\Runway 5\003022.jpg,"['126', '143', '138', '131', '153', '155', '134', '134']"
897,.\DataBase\Runway 5\003023.jpg,"['127', '142', '138', '132', '152', '154', '134', '134']"
898,.\DataBase\Runway 5\003024.jpg,"['126', '143', '137', '131', '152', '155', '134', '133']"
899,.\DataBase\Runway 5\003025.jpg,"['126', '142', '138', '132', '152', '154', '134', '134']"
900,.\DataBase\Runway 5\003026.jpg,"['126', '143', '139', '131', '152', '154', '133', '134']"
901,.\DataBase\Runway 5\003027.jpg,"['128', '143', '138', '131', '152', '154', '134', '133']"
902,.\DataBase\Runway 5\003028.jpg,"['127', '143', '139', '131', '151', '154', '133', '133']"
903,.\DataBase\Runway 5\003029.jpg,"['127', '143', '139', '131', '151', '153', '132', '132']"
904,.\DataBase\Runway 5\003030.jpg,"['126', '143', '140', '132', '151', '154', '132', '132']"
905,.\DataBase\Runway 5\003031.jpg,"['126', '143', '140', '132', '151', '153', '133', '133']"
906,.\DataBase\Runway 5\003032.jpg,"['128', '145', '140', '133', '153', '154', '132', '133']"
907,.\DataBase\Runway 5\003033.jpg,"['127', '144', '140', '133', '152', '153', '132', '132']"
908,.\DataBase\Runway 5\003034.jpg,"['127', '145', '140', '133', '153', '153', '132', '131']"
909,.\DataBase\Runway 5\003035.jpg,"['128', '146', '141', '133', '151', '153', '131', '131']"
910,.\DataBase\Runway 5\003036.jpg,"['128', '146', '140', '133', '151', '152', '131', '131']"
911,.\DataBase\Runway 5\003037.jpg,"['128', '146', '141', '134', '151', '152', '132', '132']"
912,.\DataBase\Runway 5\003038.jpg,"['128', '146', '141', '134', '151', '153', '131', '131']"
913,.\DataBase\Runway 5\003039.jpg,"['129', '146', '142', '134', '150', '153', '130', '131']"
914,.\DataBase\Runway 5\003040.jpg,"['130', '147', '142', '135', '150', '152', '130', '130']"
915,.\DataBase\Runway 5\003041.jpg,"['131', '147', '142', '135', '149', '152', '131', '131']"
916,.\DataBase\Runway 5\003042.jpg,"['131', '147', '143', '136', '150', '152', '130', '130']"
917,.\DataBase\Runway 5\003043.jpg,"['132', '148', '143', '137', '150', '151', '130', '130']"
918,.\DataBase\Runway 5\003044.jpg,"['131', '149', '144', '135', '149', '151', '130', '130']"
919,.\DataBase\Runway 5\003045.jpg,"['133', '149', '145', '137', '148', '151', '129', '129']"
920,.\DataBase\Runway 5\003046.jpg,"['133', '150', '145', '138', '148', '150', '128', '128']"
921,.\DataBase\Runway 5\003047.jpg,"['133', '149', '146', '138', '148', '149', '129', '129']"
922,.\DataBase\Runway 5\003048.jpg,"['134', '151', '147', '139', '148', '148', '128', '128']"
923,.\DataBase\Runway 5\003049.jpg,"['135', '151', '147', '140', '147', '149', '128', '128']"
924,.\DataBase\Runway 5\003050.jpg,"['135', '152', '148', '138', '147', '150', '128', '129']"
925,.\DataBase\Runway 5\003051.jpg,"['135', '151', '147', '140', '147', '150', '127', '127']"
926,.\DataBase\Runway 5\003052.jpg,"['135', '152', '148', '141', '146', '149', '128', '128']"
927,.\DataBase\Runway 5\003053.jpg,"['135', '154', '149', '142', '147', '150', '128', '128']"
928,.\DataBase\Runway 5\003054.jpg,"['136', '153', '149', '142', '146', '148', '127', '127']"
929,.\DataBase\Runway 5\003055.jpg,"['137', '154', '150', '142', '145', '149', '127', '127']"
930,.\DataBase\Runway 5\003056.jpg,"['137', '154', '150', '142', '145', '149', '126', '126']"
931,.\DataBase\Runway 5\003057.jpg,"['138', '155', '151', '144', '144', '148', '127', '126']"
932,.\DataBase\Runway 5\003058.jpg,"['138', '155', '151', '143', '144', '147', '126', '127']"
933,.\DataBase\Runway 5\003059.jpg,"['139', '154', '151', '144', '145', '145', '126', '126']"
934,.\DataBase\Runway 5\003060.jpg,"['138', '155', '150', '144', '144', '143', '126', '126']"
935,.\DataBase\Runway 5\003061.jpg,"['139', '155', '151', '145', '144', '144', '125', '125']"
936,.\DataBase\Runway 5\003062.jpg,"['139', '155', '151', '145', '143', '144', '126', '126']"
937,.\DataBase\Runway 5\003063.jpg,"['139', '155', '152', '145', '144', '145', '126', '126']"
938,.\DataBase\Runway 5\003064.jpg,"['139', '156', '152', '145', '144', '145', '125', '125']"
939,.\DataBase\Runway 5\003065.jpg,"['139', '156', '152', '145', '144', '144', '125', '125']"
940,.\DataBase\Runway 5\003066.jpg,"['139', '156', '152', '145', '144', '144', '125', '124']"
941,.\DataBase\Runway 5\003067.jpg,"['140', '155', '152', '145', '143', '144', '124', '125']"
942,.\DataBase\Runway 5\003068.jpg,"['140', '156', '152', '145', '143', '143', '124', '124']"
943,.\DataBase\Runway 5\003069.jpg,"['139', '155', '152', '144', '143', '142', '124', '125']"
944,.\DataBase\Runway 5\003070.jpg,"['139', '156', '152', '145', '144', '144', '124', '125']"
945,.\DataBase\Runway 5\003071.jpg,"['139', '155', '152', '144', '143', '144', '124', '125']"
946,.\DataBase\Runway 5\003072.jpg,"['139', '155', '151', '145', '143', '143', '125', '125']"
947,.\DataBase\Runway 5\003073.jpg,"['139', '155', '152', '145', '144', '143', '124', '125']"
948,.\DataBase\Runway 5\003074.jpg,"['139', '154', '152', '144', '143', '142', '125', '125']"
949,.\DataBase\Runway 5\003075.jpg,"['138', '154', '150', '143', '144', '144', '125', '125']"
950,.\DataBase\Runway 5\003076.jpg,"['138', '153', '150', '143', '143', '143', '125', '125']"
951,.\DataBase\Runway 5\003077.jpg,"['137', '153', '151', '143', '143', '142', '124', '124']"
952,.\DataBase\Runway 5\003078.jpg,"['135', '153', '150', '142', '143', '143', '125', '125']"
953,.\DataBase\Runway 5\003079.jpg,"['135', '153', '149', '141', '141', '143', '124', '124']"
954,.\DataBase\Runway 5\003080.jpg,"['136', '152', '148', '142', '142', '143', '124', '124']"
955,.\DataBase\Runway 5\003081.jpg,"['134', '151', '148', '141', '143', '143', '124', '124']"
956,.\DataBase\Runway 5\003082.jpg,"['135', '151', '148', '140', '143', '143', '124', '124']"
957,.\DataBase\Runway 5\003083.jpg,"['134', '150', '148', '139', '143', '143', '124', '124']"
958,.\DataBase\Runway 5\003084.jpg,"['133', '150', '147', '138', '144', '144', '125', '125']"
959,.\DataBase\Runway 5\003085.jpg,"['134', '149', '146', '139', '143', '144', '124', '124']"
960,.\DataBase\Runway 5\003086.jpg,"['133', '149', '146', '138', '142', '142', '124', '125']"
961,.\DataBase\Runway 5\003087.jpg,"['133', '149', '145', '139', '142', '142', '124', '124']"
962,.\DataBase\Runway 5\003088.jpg,"['134', '149', '146', '137', '141', '143', '124', '125']"
963,.\DataBase\Runway 5\003089.jpg,"['133', '147', '144', '138', '141', '141', '124', '124']"
964,.\DataBase\Runway 5\003090.jpg,"['131', '147', '144', '136', '143', '143', '125', '125']"
965,.\DataBase\Runway 5\003091.jpg,"['131', '148', '144', '136', '143', '143', '124', '124']"
966,.\DataBase\Runway 5\003092.jpg,"['131', '147', '144', '136', '143', '143', '124', '123']"
967,.\DataBase\Runway 5\003093.jpg,"['130', '146', '144', '136', '142', '142', '123', '124']"
968,.\DataBase\Runway 5\003094.jpg,"['131', '147', '143', '135', '143', '143', '124', '124']"
969,.\DataBase\Runway 5\003095.jpg,"['129', '146', '144', '135', '142', '143', '123', '123']"
970,.\DataBase\Runway 5\003096.jpg,"['129', '146', '143', '134', '142', '143', '123', '123']"
971,.\DataBase\Runway 5\003097.jpg,"['128', '146', '143', '135', '142', '143', '122', '122']"
972,.\DataBase\Runway 5\003098.jpg,"['129', '146', '143', '135', '141', '142', '122', '122']"
973,.\DataBase\Runway 5\003099.jpg,"['129', '146', '142', '135', '142', '143', '123', '123']"
974,.\DataBase\Runway 5\003100.jpg,"['129', '147', '143', '135', '142', '144', '122', '122']"
975,.\DataBase\Runway 5\003101.jpg,"['130', '146', '143', '136', '140', '141', '122', '122']"
976,.\DataBase\Runway 5\003102.jpg,"['130', '146', '142', '134', '140', '141', '122', '122']"
977,.\DataBase\Runway 5\003103.jpg,"['129', '147', '143', '134', '140', '140', '120', '120']"
978,.\DataBase\Runway 5\003104.jpg,"['129', '147', '143', '135', '139', '140', '121', '121']"
979,.\DataBase\Runway 5\003105.jpg,"['129', '146', '144', '134', '140', '141', '121', '121']"
980,.\DataBase\Runway 5\003106.jpg,"['129', '147', '144', '136', '139', '139', '120', '120']"
981,.\DataBase\Runway 5\003107.jpg,"['129', '147', '144', '136', '138', '140', '120', '120']"
982,.\DataBase\Runway 5\003108.jpg,"['130', '147', '144', '136', '138', '139', '120', '120']"
983,.\DataBase\Runway 5\003109.jpg,"['131', '147', '144', '136', '137', '139', '120', '120']"
984,.\DataBase\Runway 5\003110.jpg,"['131', '148', '144', '135', '138', '138', '120', '121']"
985,.\DataBase\Runway 5\003111.jpg,"['132', '148', '144', '137', '137', '139', '119', '118']"
986,.\DataBase\Runway 5\003112.jpg,"['131', '148', '144', '137', '136', '140', '119', '119']"
987,.\DataBase\Runway 5\003113.jpg,"['131', '148', '145', '137', '136', '140', '119', '119']"
988,.\DataBase\Runway 5\003114.jpg,"['131', '148', '145', '137', '136', '137', '119', '118']"
989,.\DataBase\Runway 5\003115.jpg,"['131', '149', '145', '137', '137', '138', '119', '120']"
990,.\DataBase\Runway 5\003116.jpg,"['130', '149', '145', '138', '137', '138', '119', '119']"
991,.\DataBase\Runway 5\003117.jpg,"['132', '149', '145', '138', '137', '137', '118', '118']"
992,.\DataBase\Runway 5\003118.jpg,"['133', '150', '146', '139', '137', '137', '118', '117']"
993,.\DataBase\Runway 5\003119.jpg,"['131', '150', '146', '138', '136', '137', '118', '118']"
994,.\DataBase\Runway 5\003120.jpg,"['132', '150', '146', '138', '136', '137', '117', '117']"
995,.\DataBase\Runway 5\003121.jpg,"['133', '150', '147', '138', '135', '136', '118', '117']"
996,.\DataBase\Runway 5\003122.jpg,"['132', '150', '146', '139', '135', '136', '117', '117']"
997,.\DataBase\Runway 5\003123.jpg,"['138', '147', '149', '135', '116', '116', '135', '136']"
998,.\DataBase\Runway 5\003124.jpg,"['133', '149', '147', '139', '136', '137', '116', '116']"
999,.\DataBase\Runway 5\003125.jpg,"['133', '151', '147', '139', '135', '136', '116', '116']"
1000,.\DataBase\Runway 5\003126.jpg,"['134', '150', '146', '139', '135', '136', '117', '117']"
1001,.\DataBase\Runway 5\003127.jpg,"['132', '150', '148', '139', '136', '139', '116', '116']"
1002,.\DataBase\Runway 5\003128.jpg,"['133', '151', '148', '139', '137', '140', '116', '116']"
1003,.\DataBase\Runway 5\003129.jpg,"['133', '152', '148', '138', '136', '140', '117', '116']"
1004,.\DataBase\Runway 5\003130.jpg,"['133', '151', '148', '139', '136', '139', '115', '116']"
1005,.\DataBase\Runway 5\003131.jpg,"['133', '151', '147', '139', '135', '139', '115', '116']"
1006,.\DataBase\Runway 5\003132.jpg,"['133', '151', '148', '140', '135', '138', '116', '116']"
1007,.\DataBase\Runway 5\003133.jpg,"['135', '152', '148', '139', '135', '139', '116', '116']"
1008,.\DataBase\Runway 5\003134.jpg,"['133', '151', '149', '139', '135', '139', '116', '116']"
1009,.\DataBase\Runway 5\003135.jpg,"['134', '151', '148', '140', '134', '139', '115', '116']"
1010,.\DataBase\Runway 5\003136.jpg,"['135', '152', '148', '139', '133', '139', '116', '116']"
1011,.\DataBase\Runway 5\003137.jpg,"['134', '150', '147', '140', '135', '137', '116', '116']"
1012,.\DataBase\Runway 5\003138.jpg,"['134', '151', '148', '139', '136', '139', '115', '115']"
1013,.\DataBase\Runway 5\003139.jpg,"['133', '151', '148', '139', '135', '138', '116', '116']"
1014,.\DataBase\Runway 5\003140.jpg,"['133', '151', '147', '139', '135', '138', '115', '115']"
1015,.\DataBase\Runway 5\003141.jpg,"['133', '151', '148', '140', '135', '137', '116', '115']"
1016,.\DataBase\Runway 5\003142.jpg,"['133', '151', '148', '139', '135', '138', '114', '115']"
1017,.\DataBase\Runway 5\003143.jpg,"['132', '151', '148', '140', '135', '137', '116', '115']"
1018,.\DataBase\Runway 5\003144.jpg,"['133', '151', '148', '139', '135', '138', '115', '115']"
1019,.\DataBase\Runway 5\003145.jpg,"['132', '151', '147', '139', '135', '138', '115', '115']"
1020,.\DataBase\Runway 5\003146.jpg,"['133', '150', '148', '139', '134', '137', '115', '114']"
1021,.\DataBase\Runway 5\003147.jpg,"['133', '151', '148', '140', '135', '138', '114', '114']"
1022,.\DataBase\Runway 5\003148.jpg,"['132', '151', '148', '139', '134', '137', '115', '114']"
1023,.\DataBase\Runway 5\003149.jpg,"['133', '152', '148', '140', '135', '137', '114', '113']"
1024,.\DataBase\Runway 5\003150.jpg,"['133', '151', '147', '139', '134', '136', '114', '113']"
1025,.\DataBase\Runway 5\003151.jpg,"['133', '151', '147', '139', '134', '137', '114', '113']"
1026,.\DataBase\Runway 5\003152.jpg,"['133', '151', '147', '139', '135', '137', '114', '114']"
1027,.\DataBase\Runway 5\003153.jpg,"['133', '151', '147', '140', '134', '137', '113', '113']"
1028,.\DataBase\Runway 5\003154.jpg,"['132', '151', '147', '139', '132', '137', '113', '113']"
1029,.\DataBase\Runway 5\003155.jpg,"['133', '151', '146', '139', '134', '136', '113', '113']"
1030,.\DataBase\Runway 5\003156.jpg,"['132', '151', '147', '138', '135', '136', '112', '112']"
1031,.\DataBase\Runway 5\003157.jpg,"['132', '152', '147', '139', '135', '135', '113', '112']"
1032,.\DataBase\Runway 5\003158.jpg,"['132', '151', '147', '139', '134', '135', '112', '112']"
1033,.\DataBase\Runway 5\003159.jpg,"['132', '150', '147', '139', '133', '135', '112', '112']"
1034,.\DataBase\Runway 5\003160.jpg,"['133', '151', '147', '139', '134', '136', '112', '112']"
1035,.\DataBase\Runway 5\003161.jpg,"['132', '150', '148', '138', '133', '134', '113', '112']"
1036,.\DataBase\Runway 5\003162.jpg,"['131', '151', '147', '138', '134', '135', '111', '112']"
1037,.\DataBase\Runway 5\003163.jpg,"['132', '151', '146', '138', '134', '135', '112', '112']"
1038,.\DataBase\Runway 5\003164.jpg,"['131', '151', '146', '138', '134', '136', '112', '112']"
1039,.\DataBase\Runway 5\003165.jpg,"['132', '151', '147', '138', '133', '134', '112', '112']"
1040,.\DataBase\Runway 5\003166.jpg,"['133', '152', '147', '138', '134', '135', '112', '112']"
1041,.\DataBase\Runway 5\003167.jpg,"['131', '152', '147', '140', '134', '136', '112', '112']"
1042,.\DataBase\Runway 5\003168.jpg,"['133', '151', '147', '138', '133', '135', '112', '112']"
1043,.\DataBase\Runway 5\003169.jpg,"['133', '151', '147', '139', '133', '135', '112', '112']"
1044,.\DataBase\Runway 5\003170.jpg,"['134', '153', '148', '140', '133', '134', '112', '112']"
1045,.\DataBase\Runway 5\003171.jpg,"['134', '151', '148', '139', '132', '135', '112', '112']"
1046,.\DataBase\Runway 5\003172.jpg,"['135', '152', '148', '140', '132', '134', '112', '112']"
1047,.\DataBase\Runway 5\003173.jpg,"['135', '152', '148', '140', '133', '135', '112', '113']"
1048,.\DataBase\Runway 5\003174.jpg,"['134', '153', '148', '139', '133', '135', '112', '112']"
1049,.\DataBase\Runway 5\003175.jpg,"['135', '154', '149', '140', '134', '136', '111', '112']"
1050,.\DataBase\Runway 5\003176.jpg,"['134', '154', '148', '140', '134', '136', '112', '112']"
1051,.\DataBase\Runway 5\003177.jpg,"['135', '154', '149', '141', '134', '136', '112', '112']"
1052,.\DataBase\Runway 5\003178.jpg,"['135', '154', '149', '142', '133', '135', '111', '112']"
1053,.\DataBase\Runway 5\003179.jpg,"['135', '155', '149', '142', '134', '136', '112', '112']"
1054,.\DataBase\Runway 5\003180.jpg,"['136', '155', '150', '142', '134', '135', '112', '112']"
1055,.\DataBase\Runway 5\003181.jpg,"['136', '156', '150', '143', '135', '136', '112', '112']"
1056,.\DataBase\Runway 5\003182.jpg,"['137', '156', '152', '144', '135', '136', '112', '112']"
1057,.\DataBase\Runway 5\003183.jpg,"['137', '156', '152', '144', '135', '136', '112', '113']"
1058,.\DataBase\Runway 5\003184.jpg,"['138', '157', '152', '145', '134', '136', '112', '112']"
1059,.\DataBase\Runway 5\003185.jpg,"['138', '158', '154', '145', '134', '136', '112', '113']"
1060,.\DataBase\Runway 5\003186.jpg,"['139', '159', '154', '145', '134', '136', '112', '112']"
1061,.\DataBase\Runway 5\003187.jpg,"['140', '159', '154', '147', '135', '137', '113', '112']"
1062,.\DataBase\Runway 5\003188.jpg,"['141', '159', '155', '147', '135', '137', '113', '113']"
1063,.\DataBase\Runway 5\003189.jpg,"['141', '160', '156', '148', '135', '137', '114', '113']"
1064,.\DataBase\Runway 5\003190.jpg,"['142', '160', '157', '149', '134', '137', '114', '114']"
1065,.\DataBase\Runway 5\003191.jpg,"['142', '161', '157', '150', '135', '138', '114', '114']"
1066,.\DataBase\Runway 5\003192.jpg,"['143', '162', '158', '151', '135', '138', '114', '114']"
1067,.\DataBase\Runway 5\003193.jpg,"['144', '163', '159', '151', '135', '138', '115', '114']"
1068,.\DataBase\Runway 5\003194.jpg,"['144', '164', '160', '152', '136', '138', '115', '114']"
1069,.\DataBase\Runway 5\003195.jpg,"['146', '165', '161', '153', '136', '138', '115', '115']"
1070,.\DataBase\Runway 5\003196.jpg,"['147', '165', '162', '153', '135', '139', '115', '114']"
1071,.\DataBase\Runway 5\003197.jpg,"['148', '167', '163', '155', '136', '139', '115', '115']"
1072,.\DataBase\Runway 5\003198.jpg,"['149', '168', '164', '156', '135', '139', '115', '115']"
1073,.\DataBase\Runway 5\003199.jpg,"['149', '168', '165', '156', '135', '140', '115', '115']"
1074,.\DataBase\Runway 5\003200.jpg,"['150', '169', '166', '158', '136', '140', '116', '115']"
1075,.\DataBase\Runway 5\003201.jpg,"['150', '171', '167', '159', '136', '140', '116', '115']"
1076,.\DataBase\Runway 5\003202.jpg,"['152', '171', '168', '159', '137', '141', '116', '115']"
1077,.\DataBase\Runway 5\003203.jpg,"['154', '173', '168', '161', '136', '140', '117', '115']"
1078,.\DataBase\Runway 5\003204.jpg,"['155', '173', '169', '161', '136', '139', '116', '116']"
1079,.\DataBase\Runway 5\003205.jpg,"['155', '175', '171', '163', '137', '140', '117', '117']"
1080,.\DataBase\Runway 5\003206.jpg,"['157', '176', '172', '163', '137', '142', '116', '117']"
1081,.\DataBase\Runway 5\003207.jpg,"['158', '178', '173', '165', '137', '143', '117', '117']"
1082,.\DataBase\Runway 5\003208.jpg,"['158', '178', '175', '167', '137', '141', '116', '116']"
1083,.\DataBase\Runway 5\003209.jpg,"['160', '180', '176', '168', '138', '142', '116', '117']"
1084,.\DataBase\Runway 5\003210.jpg,"['160', '180', '177', '169', '138', '142', '118', '117']"
1085,.\DataBase\Runway 5\003211.jpg,"['163', '182', '177', '169', '138', '142', '117', '117']"
1086,.\DataBase\Runway 5\003212.jpg,"['164', '183', '179', '171', '138', '142', '117', '117']"
1087,.\DataBase\Runway 5\003213.jpg,"['163', '184', '180', '172', '140', '143', '119', '118']"
1088,.\DataBase\Runway 5\003214.jpg,"['165', '186', '181', '173', '140', '143', '119', '119']"
1089,.\DataBase\Runway 5\003215.jpg,"['166', '187', '183', '174', '141', '144', '118', '118']"
1090,.\DataBase\Runway 5\003216.jpg,"['168', '187', '184', '176', '141', '143', '119', '118']"
1091,.\DataBase\Runway 5\003217.jpg,"['168', '189', '184', '176', '143', '144', '119', '119']"
1092,.\DataBase\Runway 5\003218.jpg,"['168', '191', '186', '177', '143', '145', '118', '118']"
1093,.\DataBase\Runway 5\003219.jpg,"['169', '190', '187', '179', '143', '144', '119', '119']"
1094,.\DataBase\Runway 5\003220.jpg,"['171', '192', '188', '179', '143', '144', '120', '120']"
1095,.\DataBase\Runway 5\003221.jpg,"['172', '194', '190', '180', '143', '144', '120', '120']"
1096,.\DataBase\Runway 5\003222.jpg,"['173', '195', '190', '182', '143', '144', '121', '120']"
1097,.\DataBase\Runway 5\003223.jpg,"['175', '196', '191', '184', '144', '145', '120', '120']"
1098,.\DataBase\Runway 5\003224.jpg,"['176', '196', '192', '184', '143', '144', '121', '121']"
1099,.\DataBase\Runway 5\003225.jpg,"['177', '197', '193', '185', '144', '145', '121', '121']"
1100,.\DataBase\Runway 5\003226.jpg,"['178', '199', '194', '185', '143', '145', '120', '121']"
1101,.\DataBase\Runway 5\003227.jpg,"['179', '200', '195', '187', '143', '145', '120', '121']"
1102,.\DataBase\Runway 5\003228.jpg,"['180', '199', '196', '187', '142', '145', '121', '121']"
1103,.\DataBase\Runway 5\003229.jpg,"['182', '201', '196', '189', '143', '146', '121', '121']"
1104,.\DataBase\Runway 5\003230.jpg,"['181', '202', '197', '189', '144', '147', '121', '121']"
1105,.\DataBase\Runway 5\003231.jpg,"['183', '202', '198', '190', '145', '148', '122', '122']"
1106,.\DataBase\Runway 5\003232.jpg,"['183', '203', '199', '191', '144', '147', '123', '122']"
1107,.\DataBase\Runway 5\003233.jpg,"['184', '205', '200', '191', '144', '146', '123', '122']"
1108,.\DataBase\Runway 5\003234.jpg,"['185', '205', '200', '193', '144', '148', '123', '122']"
1109,.\DataBase\Runway 5\003235.jpg,"['186', '205', '201', '193', '144', '147', '123', '123']"
1110,.\DataBase\Runway 5\003236.jpg,"['186', '206', '202', '193', '144', '149', '123', '123']"
1111,.\DataBase\Runway 5\003237.jpg,"['186', '206', '201', '194', '145', '148', '123', '122']"
1112,.\DataBase\Runway 5\003238.jpg,"['187', '206', '202', '194', '146', '150', '124', '124']"
1113,.\DataBase\Runway 5\003239.jpg,"['186', '207', '202', '194', '147', '149', '123', '123']"
1114,.\DataBase\Runway 5\003240.jpg,"['187', '207', '202', '194', '146', '150', '123', '123']"
1115,.\DataBase\Runway 5\003241.jpg,"['186', '208', '202', '195', '147', '149', '123', '124']"
1116,.\DataBase\Runway 5\003242.jpg,"['185', '206', '202', '193', '145', '149', '125', '124']"
1117,.\DataBase\Runway 5\003243.jpg,"['186', '207', '202', '195', '147', '150', '125', '125']"
1118,.\DataBase\Runway 5\003244.jpg,"['187', '208', '201', '193', '147', '150', '124', '125']"
1119,.\DataBase\Runway 5\003245.jpg,"['187', '207', '201', '194', '146', '151', '125', '125']"
1120,.\DataBase\Runway 5\003246.jpg,"['186', '206', '202', '194', '146', '151', '126', '126']"
1121,.\DataBase\Runway 5\003247.jpg,"['186', '207', '200', '193', '147', '153', '125', '125']"
1122,.\DataBase\Runway 5\003248.jpg,"['185', '206', '201', '192', '149', '151', '126', '126']"
1123,.\DataBase\Runway 5\003249.jpg,"['184', '206', '200', '192', '149', '153', '126', '127']"
1124,.\DataBase\Runway 5\003250.jpg,"['184', '205', '200', '191', '150', '152', '127', '126']"
1125,.\DataBase\Runway 5\003251.jpg,"['184', '205', '198', '191', '151', '152', '125', '125']"
1126,.\DataBase\Runway 5\003252.jpg,"['183', '204', '199', '190', '151', '152', '126', '126']"
1127,.\DataBase\Runway 5\003253.jpg,"['182', '204', '199', '189', '150', '152', '127', '128']"
1128,.\DataBase\Runway 5\003254.jpg,"['181', '203', '198', '189', '151', '152', '126', '127']"
1129,.\DataBase\Runway 5\003255.jpg,"['180', '203', '197', '189', '151', '152', '127', '127']"
1130,.\DataBase\Runway 5\003256.jpg,"['180', '202', '196', '189', '151', '153', '128', '127']"
1131,.\DataBase\Runway 5\003257.jpg,"['179', '201', '196', '187', '152', '152', '127', '127']"
1132,.\DataBase\Runway 5\003258.jpg,"['177', '201', '194', '186', '151', '151', '126', '126']"
1133,.\DataBase\Runway 5\003259.jpg,"['177', '200', '194', '185', '151', '152', '127', '126']"
1134,.\DataBase\Runway 5\003260.jpg,"['177', '198', '193', '184', '151', '152', '126', '126']"
1135,.\DataBase\Runway 5\003261.jpg,"['176', '197', '192', '184', '151', '152', '126', '126']"
1136,.\DataBase\Runway 5\003262.jpg,"['176', '197', '192', '183', '149', '152', '126', '126']"
